/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/aerosmith/Aerosmith/06-Write_Me_a_Letter.mp3, aerosmith, 06-Write_Me_a_Letter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/05-Little_15.mp3, depeche_mode, 05-Little_15
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/09-Nothing.mp3, depeche_mode, 09-Nothing
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/06-Behind_the_wheel.mp3, depeche_mode, 06-Behind_the_wheel
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/11-Agent_Orange.mp3, depeche_mode, 11-Agent_Orange
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/13-To_have_and_to_hold_Spanish_Taster_.mp3, depeche_mode, 13-To_have_and_to_hold_Spanish_Taster_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/01-Never_let_me_down_again.mp3, depeche_mode, 01-Never_let_me_down_again
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/depeche_mode/Music_for_the_Masses/08-To_have_and_to_hold.mp3, depeche_mode, 08-To_have_and_to_hold
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/13-The_Second_Time.mp3, fleetwood_mac, 13-The_Second_Time
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/02-Love_Is_Dangerous.mp3, fleetwood_mac, 02-Love_Is_Dangerous
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/04-Do_You_Know.mp3, fleetwood_mac, 04-Do_You_Know
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/05-Save_Me.mp3, fleetwood_mac, 05-Save_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/07-When_the_Sun_Goes_Down.mp3, fleetwood_mac, 07-When_the_Sun_Goes_Down
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/11-Freedom.mp3, fleetwood_mac, 11-Freedom
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/09-Stand_on_the_Rock.mp3, fleetwood_mac, 09-Stand_on_the_Rock
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/06-Affairs_of_the_Heart.mp3, fleetwood_mac, 06-Affairs_of_the_Heart
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/12-When_It_Comes_to_Love.mp3, fleetwood_mac, 12-When_It_Comes_to_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/01-Skies_the_Limit.mp3, fleetwood_mac, 01-Skies_the_Limit
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/08-Behind_the_Mask.mp3, fleetwood_mac, 08-Behind_the_Mask
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/03-In_the_Back_of_My_Mind.mp3, fleetwood_mac, 03-In_the_Back_of_My_Mind
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Behind_the_Mask/10-Hard_Feelings.mp3, fleetwood_mac, 10-Hard_Feelings
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/06-Crystal.mp3, fleetwood_mac, 06-Crystal
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/05-Over_My_Head.mp3, fleetwood_mac, 05-Over_My_Head
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/03-Blue_Letter.mp3, fleetwood_mac, 03-Blue_Letter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/11-I_m_So_Afraid.mp3, fleetwood_mac, 11-I_m_So_Afraid
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/07-Say_You_Love_Me.mp3, fleetwood_mac, 07-Say_You_Love_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/09-World_Turning.mp3, fleetwood_mac, 09-World_Turning
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/08-Landslide.mp3, fleetwood_mac, 08-Landslide
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/01-Monday_Morning.mp3, fleetwood_mac, 01-Monday_Morning
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/10-Sugar_Daddy.mp3, fleetwood_mac, 10-Sugar_Daddy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/02-Warm_Ways.mp3, fleetwood_mac, 02-Warm_Ways
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Fleetwood_Mac/04-Rhiannon.mp3, fleetwood_mac, 04-Rhiannon
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/04-Book_of_Love.mp3, fleetwood_mac, 04-Book_of_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/09-Hold_Me.mp3, fleetwood_mac, 09-Hold_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/08-Straight_Back.mp3, fleetwood_mac, 08-Straight_Back
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/02-Can_t_Go_Back.mp3, fleetwood_mac, 02-Can_t_Go_Back
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/12-Wish_You_Were_Here.mp3, fleetwood_mac, 12-Wish_You_Were_Here
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/03-That_s_Alright.mp3, fleetwood_mac, 03-That_s_Alright
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/05-Gypsy.mp3, fleetwood_mac, 05-Gypsy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/01-Love_in_Store.mp3, fleetwood_mac, 01-Love_in_Store
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/11-Eyes_of_the_World.mp3, fleetwood_mac, 11-Eyes_of_the_World
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/10-Oh_Diane.mp3, fleetwood_mac, 10-Oh_Diane
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/06-Only_over_You.mp3, fleetwood_mac, 06-Only_over_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Mirage/07-Empire_State.mp3, fleetwood_mac, 07-Empire_State
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/03-Never_Going_Back_Again.mp3, fleetwood_mac, 03-Never_Going_Back_Again
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/09-I_Don_t_Want_To_Know.mp3, fleetwood_mac, 09-I_Don_t_Want_To_Know
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/04-Don_t_Stop.mp3, fleetwood_mac, 04-Don_t_Stop
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/07-The_Chain.mp3, fleetwood_mac, 07-The_Chain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/01-Second_Hand_News.mp3, fleetwood_mac, 01-Second_Hand_News
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/06-Songbird.mp3, fleetwood_mac, 06-Songbird
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/08-You_Make_Loving_Fun.mp3, fleetwood_mac, 08-You_Make_Loving_Fun
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/11-Gold_Dust_Woman.mp3, fleetwood_mac, 11-Gold_Dust_Woman
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/10-Oh_Daddy.mp3, fleetwood_mac, 10-Oh_Daddy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/05-Go_Your_Own_Way.mp3, fleetwood_mac, 05-Go_Your_Own_Way
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/fleetwood_mac/Rumours/02-Dreams.mp3, fleetwood_mac, 02-Dreams
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/03-The_Fever.mp3, garth_brooks, 03-The_Fever
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/08-To_Make_You_Feel_My_Love.mp3, garth_brooks, 08-To_Make_You_Feel_My_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/01-The_Old_Stuff.mp3, garth_brooks, 01-The_Old_Stuff
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/05-Rollin_.mp3, garth_brooks, 05-Rollin_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/07-The_Beaches_of_Cheyenne.mp3, garth_brooks, 07-The_Beaches_of_Cheyenne
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/06-The_Change.mp3, garth_brooks, 06-The_Change
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/10-She_s_Every_Woman.mp3, garth_brooks, 10-She_s_Every_Woman
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/11-Ireland.mp3, garth_brooks, 11-Ireland
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/04-That_Ol_Wind.mp3, garth_brooks, 04-That_Ol_Wind
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/09-It_s_Midnight_Cinderella.mp3, garth_brooks, 09-It_s_Midnight_Cinderella
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Fresh_Horses_2000/02-Cowboys_and_Angels.mp3, garth_brooks, 02-Cowboys_and_Angels
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/06-Alabama_Clay.mp3, garth_brooks, 06-Alabama_Clay
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/07-Much_Too_Young_To_Feel_This_Damn_Old_.mp3, garth_brooks, 07-Much_Too_Young_To_Feel_This_Damn_Old_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/01-Not_Counting_You.mp3, garth_brooks, 01-Not_Counting_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/04-Uptown_Down-Home_Good_Ol_Boy.mp3, garth_brooks, 04-Uptown_Down-Home_Good_Ol_Boy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/02-I_ve_Got_A_Good_Thing_Going.mp3, garth_brooks, 02-I_ve_Got_A_Good_Thing_Going
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/08-Cowboy_Bill.mp3, garth_brooks, 08-Cowboy_Bill
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/10-I_Know_One.mp3, garth_brooks, 10-I_Know_One
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/09-Nobody_Gets_Off_In_This_Town.mp3, garth_brooks, 09-Nobody_Gets_Off_In_This_Town
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/05-Everytime_That_It_Rains.mp3, garth_brooks, 05-Everytime_That_It_Rains
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/03-If_Tomorrow_Never_Comes.mp3, garth_brooks, 03-If_Tomorrow_Never_Comes
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/Garth_Brooks_The_Limited_Series_/11-The_Dance.mp3, garth_brooks, 11-The_Dance
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/06-Anonymous.mp3, garth_brooks, 06-Anonymous
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/05-Ain_t_Goin_Down_Till_The_Sun_Comes_Up_.mp3, garth_brooks, 05-Ain_t_Goin_Down_Till_The_Sun_Comes_Up_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/01-Standing_Outside_The_Fire.mp3, garth_brooks, 01-Standing_Outside_The_Fire
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/03-American_Honky_Tonk_Bar_Association.mp3, garth_brooks, 03-American_Honky_Tonk_Bar_Association
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/07-Kickin_And_Screamin_.mp3, garth_brooks, 07-Kickin_And_Screamin_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/11-The_Cowboy_Song.mp3, garth_brooks, 11-The_Cowboy_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/04-One_Night_A_Day.mp3, garth_brooks, 04-One_Night_A_Day
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/10-The_Night_Will_Only_Know.mp3, garth_brooks, 10-The_Night_Will_Only_Know
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/08-The_Red_Strokes.mp3, garth_brooks, 08-The_Red_Strokes
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/09-Callin_Baton_Rouge.mp3, garth_brooks, 09-Callin_Baton_Rouge
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/In_Pieces/02-The_Night_I_Called_The_Old_Man_Out.mp3, garth_brooks, 02-The_Night_I_Called_The_Old_Man_Out
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/02-New_Way_To_Fly.mp3, garth_brooks, 02-New_Way_To_Fly
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/11-Wolves.mp3, garth_brooks, 11-Wolves
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/07-Wild_Horses.mp3, garth_brooks, 07-Wild_Horses
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/03-Two_Of_A_Kind_Workin_On_A_Full_House.mp3, garth_brooks, 03-Two_Of_A_Kind_Workin_On_A_Full_House
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/10-Mr_Blue.mp3, garth_brooks, 10-Mr_Blue
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/08-Unanswered_Prayers.mp3, garth_brooks, 08-Unanswered_Prayers
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/05-Friends_In_Low_Places.mp3, garth_brooks, 05-Friends_In_Low_Places
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/09-Same_Old_Story.mp3, garth_brooks, 09-Same_Old_Story
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/06-This_Ain_t_Tennessee.mp3, garth_brooks, 06-This_Ain_t_Tennessee
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/01-The_Thunder_Rolls.mp3, garth_brooks, 01-The_Thunder_Rolls
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/garth_brooks/No_Fences_The_Limited_Series_/04-Victim_Of_The_Game.mp3, garth_brooks, 04-Victim_Of_The_Game
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/03-Holiday.mp3, green_day, 03-Holiday
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/02-Jesus_of_Suburbia.mp3, green_day, 02-Jesus_of_Suburbia
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/08-She_s_a_Rebel.mp3, green_day, 08-She_s_a_Rebel
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/11-Wake_Me_Up_When_September_Ends.mp3, green_day, 11-Wake_Me_Up_When_September_Ends
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/13-Whatsername.mp3, green_day, 13-Whatsername
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/05-Are_We_the_Waiting.mp3, green_day, 05-Are_We_the_Waiting
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/12-Homecoming.mp3, green_day, 12-Homecoming
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/10-Letterbomb.mp3, green_day, 10-Letterbomb
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/04-Boulevard_of_Broken_Dreams.mp3, green_day, 04-Boulevard_of_Broken_Dreams
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/06-St_Jimmy.mp3, green_day, 06-St_Jimmy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/01-American_Idiot.mp3, green_day, 01-American_Idiot
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/07-Give_Me_Novacaine.mp3, green_day, 07-Give_Me_Novacaine
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/American_Idiot/09-Extraordinary_Girl.mp3, green_day, 09-Extraordinary_Girl
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/13-In_the_End.mp3, green_day, 13-In_the_End
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/06-Pulling_Teeth.mp3, green_day, 06-Pulling_Teeth
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/12-Emenius_Sleepus.mp3, green_day, 12-Emenius_Sleepus
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/14-F_O_D_-All_By_Myself.mp3, green_day, 14-F_O_D_-All_By_Myself
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/02-Having_a_Blast.mp3, green_day, 02-Having_a_Blast
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/10-When_I_Come_Around.mp3, green_day, 10-When_I_Come_Around
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/08-She.mp3, green_day, 08-She
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/09-Sassafras_Roots.mp3, green_day, 09-Sassafras_Roots
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/15-Hidden_Track.mp3, green_day, 15-Hidden_Track
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/01-Burnout.mp3, green_day, 01-Burnout
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/11-Coming_Clean.mp3, green_day, 11-Coming_Clean
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/05-Welcome_to_Paradise.mp3, green_day, 05-Welcome_to_Paradise
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/03-Chump.mp3, green_day, 03-Chump
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/04-Longview.mp3, green_day, 04-Longview
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Dookie/07-Basket_Case.mp3, green_day, 07-Basket_Case
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/02-Brat.mp3, green_day, 02-Brat
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/10-Brain_Stew.mp3, green_day, 10-Brain_Stew
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/09-Stuart_And_The_Ave_.mp3, green_day, 09-Stuart_And_The_Ave_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/07-86.mp3, green_day, 07-86
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/green_day/Insomniac/11-Jaded.mp3, green_day, 11-Jaded
